,nominee_type,year,winner,award,title
4612,people,1988,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Dabney Coleman
4613,people,1988,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",John Hillerman
4614,people,1988,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",John Larroquette
4615,people,1988,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Brian McNamara
4616,people,1988,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Alan Rachins
4617,people,1988,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Gordon Thomson
4618,people,1988,True,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Rutger Hauer
4619,people,1988,False,Best Performance by an Actress in a Motion Picture - Drama,Faye Dunaway
4620,tv-show,1988,True,Best Television Series - Drama,L.A. Law
4621,people,1988,False,Best Performance by an Actress in a Motion Picture - Drama,Rachel Levin
4622,people,1988,False,Best Performance by an Actress in a Motion Picture - Drama,Barbra Streisand
4623,people,1988,True,Best Performance by an Actress in a Motion Picture - Drama,Sally Kirkland
4624,people,1988,False,Best Performance by an Actress In A Television Series - Drama,Susan Dey
4625,people,1988,False,Best Performance by an Actress In A Television Series - Drama,Jill Eikenberry
4626,people,1988,False,Best Performance by an Actress In A Television Series - Drama,Sharon Gless
4627,people,1988,False,Best Performance by an Actress In A Television Series - Drama,Linda Hamilton
4628,people,1988,False,Best Performance by an Actress In A Television Series - Drama,Angela Lansbury
4629,tv-show,1988,False,Best Television Series - Drama,Beauty and the Beast (TV)
4630,tv-show,1988,False,Best Television Series - Drama,"Murder, She Wrote"
4631,tv-show,1988,False,Best Television Series - Drama,St. Elsewhere
4632,tv-show,1988,False,Best Television Series - Drama,thirtysomething
4633,tv-show,1988,False,Best Television Series - Drama,"Year in the Life, A"
4634,people,1988,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Diane Keaton
4635,people,1988,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Jennifer Grey
4636,people,1988,False,Best Performance by an Actor in a Motion Picture - Drama,John Lone
4637,people,1988,True,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Randy Quaid
4638,people,1988,False,Best Screenplay - Motion Picture,James L. Brooks
4639,film,1988,True,Best Motion Picture - Musical or Comedy,Hope and Glory
4640,film,1988,False,Best Motion Picture - Musical or Comedy,Moonstruck
4641,film,1988,False,Best Motion Picture - Musical or Comedy,Dirty Dancing
4642,film,1988,False,Best Motion Picture - Musical or Comedy,Broadcast News
4643,film,1988,False,Best Motion Picture - Musical or Comedy,Baby Boom
4644,film,1988,True,Best Motion Picture - Drama,The Last Emperor
4645,film,1988,False,Best Motion Picture - Drama,Nuts
4646,film,1988,False,Best Motion Picture - Drama,La Bamba
4647,film,1988,False,Best Motion Picture - Drama,Fatal Attraction
4648,film,1988,False,Best Motion Picture - Drama,Empire of the Sun
4649,film,1988,False,Best Motion Picture - Drama,Cry Freedom
4650,people,1988,True,Best Screenplay - Motion Picture,Bernardo Bertolucci
4651,people,1988,False,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",James Woods
4652,people,1988,False,Best Screenplay - Motion Picture,David Mamet
4653,people,1988,False,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Judd Nelson
4654,people,1988,False,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Jack Lemmon
4655,people,1988,False,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Mark Harmon
4656,people,1988,False,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Alan Arkin
4657,people,1988,True,Best Performance by an Actor In A Television Series - Drama,Richard Kiley
4658,people,1988,False,Best Performance by an Actor In A Television Series - Drama,Edward Woodward
4659,people,1988,False,Best Performance by an Actor In A Television Series - Drama,Michael Tucker
4660,people,1988,False,Best Performance by an Actor In A Television Series - Drama,Tom Selleck
4661,people,1988,False,Best Performance by an Actor In A Television Series - Drama,Harry Hamlin
4662,people,1988,True,Best Performance by an Actor in a Motion Picture - Drama,Michael Douglas
4663,people,1988,False,Best Performance by an Actor in a Motion Picture - Drama,Denzel Washington
4664,people,1988,False,Best Performance by an Actor in a Motion Picture - Drama,Nick Nolte
4665,people,1988,False,Best Performance by an Actor in a Motion Picture - Drama,Jack Nicholson
4666,people,1988,False,Best Screenplay - Motion Picture,John Boorman
4667,people,1988,False,Best Screenplay - Motion Picture,John Patrick Shanley
4668,people,1988,True,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Gena Rowlands
4669,people,1988,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Norma Aleandro
4670,people,1988,False,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Raquel Welch
4671,people,1988,False,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Shirley MacLaine
4672,people,1988,False,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Farrah Fawcett
4673,people,1988,False,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Ann-Margret Olsson
4674,people,1988,True,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Claudette Colbert
4675,people,1988,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Rhea Perlman
4676,people,1988,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Christine Lahti
4677,people,1988,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Julia Duffy
4678,people,1988,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Allyce Beasley
4679,people,1988,True,Best Performance by an Actress in a Supporting Role in any Motion Picture,Olympia Dukakis
4680,people,1988,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Vanessa Redgrave
4681,people,1988,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Anne Ramsey
4682,people,1988,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Anne Archer
4683,film,1988,True,Best Motion Picture – Non-English Language,My Life as a Dog
4684,people,1988,False,Best Original Score - Motion Picture,George Fenton
4685,film,1988,False,Best Motion Picture – Non-English Language,Repentance
4686,film,1988,False,Best Motion Picture – Non-English Language,Jean De Florette
4687,film,1988,False,Best Motion Picture – Non-English Language,"Goodbye, Children"
4688,film,1988,False,Best Motion Picture – Non-English Language,Dark Eyes
4689,people,1988,True,Best Director - Motion Picture,Bernardo Bertolucci
4690,people,1988,False,Best Director - Motion Picture,Adrian Lyne
4691,people,1988,False,Best Director - Motion Picture,James L. Brooks
4692,people,1988,False,Best Director - Motion Picture,John Boorman
4693,people,1988,False,Best Director - Motion Picture,Richard Attenborough
4694,people,1988,True,Best Original Score - Motion Picture,David Byrne
4695,people,1988,False,Best Original Score - Motion Picture,Ennio Morricone
4696,people,1988,False,Best Original Score - Motion Picture,Henry Mancini
4697,people,1988,False,Best Original Score - Motion Picture,John Williams
4698,people,1988,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,R. Lee Ermey
4699,tv-show,1987,True,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",Promise
4700,people,1987,False,Best Performance by an Actress in a Motion Picture - Drama,Anne Bancroft
4701,people,1987,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Ted Danson
4702,people,1987,False,Best Performance by an Actress in a Motion Picture - Drama,Julie Andrews
4703,people,1987,True,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Jan Niklas
4704,people,1987,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Ron Leibman
4705,people,1987,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Trevor Howard
4706,people,1987,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",John Hillerman
4707,people,1987,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Tom Conti
4708,people,1987,True,Best Performance by an Actor in a Supporting Role in any Motion Picture,Tom Berenger
4709,people,1987,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ray Liotta
4710,people,1987,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Dennis Hopper
4711,people,1987,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Michael Caine
4712,people,1987,True,Best Performance by an Actor in a Television Series - Musical or Comedy,Bruce Willis
4713,people,1987,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Michael J. Fox
4714,people,1987,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Tony Danza
4715,people,1987,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Bill Cosby
4716,people,1987,False,Best Performance by an Actress in a Motion Picture - Drama,Sigourney Weaver
4717,people,1987,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jack Lemmon
4718,people,1987,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Danny DeVito
4719,people,1987,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jeff Daniels
4720,people,1987,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Matthew Broderick
4721,people,1987,True,Best Performance by an Actress in a Television Series - Musical or Comedy,Cybill Shepherd
4722,people,1987,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Betty White
4723,people,1987,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Rue McClanahan
4724,people,1987,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Estelle Getty
